snr
32.35417255577316
21.7694286644733
27.73137703412709
31.379234699571626
16.30421596865606
28.078884401580833
29.928544426732742
21.72801684469811
32.28839933511972
29.651591859834138
25.519709264116592
27.961426835679234
17.73397989721847
22.91834424358569
29.484141820110604
24.058803089468213
17.160874085669814
20.893362607528296
28.51806397911956
29.094220944607407
28.733735139343416
25.031607138482013
26.457050577777608
50.57536596931842
31.495252603681468
24.171349748137814
34.876457842407376
22.51391797165472
31.668289401030474
43.13075889407776
22.55224551233622
26.581343164495514
33.94944193979252
41.89842199015176
36.12118015009018
31.107183380650252
37.76527008093475
32.13909785292611
29.32638999682049
28.174015717207027
28.04001268105915
36.56112227668669
29.13954792503139
24.280954432186448
32.05241977216367
29.38967889791575
29.97601197497313
30.274626015196382
30.39020680813089
27.47740759886492
26.817948542280458
18.24460301335769
19.604390738018978
32.51212887956257
22.56224042533894
22.692790867854097
18.619574359942845
25.604108265588
27.895040284302304
20.34673802675167
21.172468324859604
19.30920488401379
19.982912152285007
24.112091314230838
20.68730127971294
37.31552209243384
25.220740280977942
21.4117932221228
19.60281372944785
17.502580539600682
20.26988772827232
22.143675794313765
23.05045464704291
19.33856382059455
15.14275617982317
20.051302204726678
17.034555169741317
18.437105322047888
18.24114799343936
20.753021458281985
21.876888186757835
30.969800733187153
33.397341641892744
21.44645505819716
20.634368543745307
16.694950959539682
31.620274155271435
35.46853262262466
19.38953448516535
22.481934294016956
25.623356992750967
24.070957745447235
34.56127651688936
